,Parameter,Descriptions,서울특별시건축물대장공통새주소코드정보,서울특별시건축물대장공통코드정보,서울특별시건축물대장법정동코드정보,서울특별시건축물대장부속지번정보,서울특별시건축물대장오수정화시설정보,서울특별시건축물대장전유공유면적표정보,서울특별시건축물대장전유부정보,서울특별시건축물대장정보,서울특별시건축물대장지역지구구역정보,서울특별시건축물대장총괄표제부정보,서울특별시건축물대장층별개요정보,서울특별시건축물대장표제부정보,서울특별시건축인허가대장공작물종류정보,서울특별시건축인허가대장대수선정보,서울특별시건축인허가대장대지위치정보,서울특별시건축인허가대장도로정보,서울특별시건축인허가대장동별개요,서울특별시건축인허가대장부설주차장정보,서울특별시건축인허가대장오수정화시설정보,서울특별시건축인허가대장전유공유면적표정보,서울특별시건축인허가대장정보,서울특별시건축인허가대장주차장정보,서울특별시건축인허가대장지역지구구역,서울특별시건축인허가대장층별개요,서울특별시건축인허가대장호별전유공유면적표정보,서울특별시건축인허가대장호별명세정보,서울특별시건축허가대장건축물석면정보,서울특별시건축허가대장분양정보,서울특별시주택대장공급대상정보,서울특별시주택대장관계자정보,서울특별시주택대장분양정보,서울특별시주택대장접수대장정보,서울특별시주택대장조합대지위치정보,서울특별시주택인허가대장대수선정보,서울특별시주택인허가대장대지위치정보,서울특별시주택인허가대장동별개요정보,서울특별시주택인허가대장복리분양시설정보,서울특별시주택인허가대장부대시설정보,서울특별시주택인허가대장부설주차장정보,서울특별시주택인허가대장오수정화시설정보,서울특별시주택인허가대장전유공유면적표정보,서울특별시주택인허가대장주차장정보,서울특별시주택인허가대장지역지구구역정보,서울특별시주택인허가대장층별개요정보,서울특별시주택인허가대장형별개요정보,서울특별시주택인허가대장호별명세정보,서울특별시폐쇄말소대장부속지번정보,서울특별시폐쇄말소대장오수정화시설정보,서울특별시폐쇄말소대장전유공유면적표정보,서울특별시폐쇄말소대장전유부정보,서울특별시폐쇄말소대장정보,서울특별시폐쇄말소대장지역지구구역정보,서울특별시폐쇄말소대장총괄표제부정보,서울특별시폐쇄말소대장층별개요정보,서울특별시폐쇄말소대장표제부정보
272,DFLR_YN,복층_여부,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
273,PUBUSE_AREA_GAMK,공용_면적_가목,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
274,PUBUSE_AREA_NAMK,공용_면적_나목,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
275,AREA_TOT,면적_합계,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
276,BDRM_CNT,침실_수,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
277,BDRM_AREA,침실_면적,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
278,KTCH_CNT,부엌_수,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
279,KTCH_AREA,부엌_면적,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
280,TLT_CNT,화장실_수,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
281,TLT_AREA,화장실_면적,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
282,LVRM_CNT,거실_수,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
283,LVRM_AREA,거실_면적,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
284,BATH_CNT,목욕탕_수,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
285,BATH_AREA,목욕탕_면적,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
286,ETC_TYPE_GB,기타_형별_구분,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
287,MGM_SHTREG_PK,관리_폐쇄말소대장_PK,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isTrue,isTrue,isTrue,isTrue,isTrue,isTrue,isTrue,isTrue
288,MGM_EXPOS_PUBUSE_AREA_PK,전유_공용_면적_PK,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse
289,MGM_UPPER_SHTREG_PK,관리_상위_폐쇄말소대장_PK,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse
290,SHTER_GB_CD,폐쇄말소_구분_코드,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse
291,SHTER_DAY,폐쇄말소_일,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse
292,SHTER_SEQNO,폐쇄말소_일련번호,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse,isFalse,isFalse
293,NEW_OLD_REGSTR_GB_CD,신_구_대장_구분_코드,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isFalse
294,PSTV_YN,양성화_여부,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isTrue
295,PMS_DAY,허가_일,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isTrue
296,STCNS_DAY,착공_일,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isTrue
297,USEAPR_DAY,사용승인_일,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse,isTrue
298,MGM_MAIN_SHTREG_PK,관리_주_폐쇄말소대장_PK,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isFalse,isTrue,isFalse
